Algae Type,Algae Amount (kg),Wall Size (m²),Temperature (°C),Sunlight Hours,Optimal Panel Type,Algae Type Encoded,Optimal Panel Type Encoded
Chlorella,35.01415867135218,39.11503554203264,19.74237120436693,8.951585544061771,V-Shaped,1,5
Chlorella,96.980656304325,82.13834006946907,21.030036439988532,11.80699003928043,V-Shaped,1,5
Dunaliella,14.190687318964873,33.92660229888821,16.06583023217582,6.971268541201126,Vertical Column,4,4
Spirulina,24.29836024584705,18.827432270582012,26.359433363999024,10.754856661916929,V-Shaped,2,5
Chlorella,34.840344405670905,31.91301715643805,18.17999406718624,10.91728313712334,V-Shaped,1,5
Chlorella,31.88434116521845,45.50286507130318,26.900453234219164,7.007106281166155,V-Shaped,1,5
Chlorella,106.88996638400776,95.98012178535356,34.62541359592642,11.136677511521874,Tubular,1,1
Haematococcus,47.78628550168298,82.79951154726953,31.46730365518609,11.542649131306094,Tubular,0,1
Dunaliella,22.501954480606333,32.77525895207061,21.98419284836791,11.44255107870259,V-Shaped,4,5
Dunaliella,21.39253736767799,44.77140188634839,35.62830489821759,7.963616827687854,V-Shaped,4,5
Haematococcus,12.84185884746087,56.656721975068365,30.348339619001543,4.53321632448552,V-Shaped,0,5
Spirulina,71.28659174476871,49.89457786992564,17.64233699765685,11.906202168001052,V-Shaped,2,5
Dunaliella,41.46173303255648,69.31319807833127,15.950546205936371,9.969658059854709,V-Shaped,4,5
Spirulina,47.23776699862606,96.0851258469532,16.781418194131465,4.0968678018791,Vertical Column,2,4
Dunaliella,45.82389997359187,99.24295679832466,24.68988078706924,7.695575493367646,V-Shaped,4,5
Scenedesmus,19.82141964458481,26.667601108072112,34.36633827952954,9.290964888563316,V-Shaped,3,5
Spirulina,85.39484790195824,84.74810107643559,25.30327325656929,8.396928349751395,V-Shaped,2,5
Chlorella,45.226543046417184,97.10740313605274,15.52362402577282,4.657373339811419,Vertical Column,1,4
Haematococcus,5.107621637707324,10.938492945766276,39.39977123996981,9.338803184371429,Tubular,0,1
Scenedesmus,55.432401908331165,67.95138281870176,30.375324200971665,10.197070245102305,V-Shaped,3,5
Chlorella,43.54874020991809,38.99939531001655,26.95638236439809,11.166516778975057,V-Shaped,1,5
Scenedesmus,60.779983228164575,64.16934306726898,22.32055091752412,11.839762634870803,V-Shaped,3,5
Dunaliella,32.085588805488754,65.4849754205575,38.0074295304852,8.166145134673702,V-Shaped,4,5
Chlorella,62.72086986214571,93.52752762934448,18.202393659155,6.706140047955987,V-Shaped,1,5
Haematococcus,18.472439924979923,49.5464490725007,24.304175595937835,7.456615063553568,Flat Panel,0,0
Haematococcus,28.95483058117854,93.54857795637191,19.092095036632536,6.190330460112852,V-Shaped,0,5
Scenedesmus,60.46812654254252,68.12297313896855,19.936762246498432,11.095399201674155,V-Shaped,3,5
Spirulina,69.9030860653419,89.13417939980543,31.78637337236608,6.53537981875956,Vertical Column,2,4
Scenedesmus,37.52961674852626,77.95377358716505,37.97316334098886,6.017928161386893,V-Shaped,3,5
Dunaliella,36.06966472395643,60.20319029599629,39.45993197001489,9.98553524783198,Tubular,4,1
Scenedesmus,40.825522927587976,77.78686023220625,16.346455174950652,6.560478660167868,V-Shaped,3,5
Haematococcus,5.395525793468408,24.833333415649346,38.43470166242797,4.345389886376093,V-Shaped,0,5
Dunaliella,27.51821118126092,96.86167679142967,32.13245040289684,4.734967101680358,V-Shaped,4,5
Spirulina,38.1761366574176,47.20748043657353,18.766902692746932,6.739069088268372,Vertical Column,2,4
Dunaliella,17.801690970574665,36.77936061869385,29.75869226146932,8.06688437533024,Flat Panel,4,0
Spirulina,35.30937533772216,61.94555049587951,18.78923428969184,4.750055365164453,Vertical Column,2,4
Haematococcus,13.608082423386165,51.54017269778109,34.02803842607895,5.280573079636584,V-Shaped,0,5
Haematococcus,19.346493599739883,35.011188752398105,33.54280153782325,11.051606237400172,Tubular,0,1
Spirulina,35.39921486543445,28.363207116600897,25.037357896532207,10.400567749593275,V-Shaped,2,5
Chlorella,68.75232875065963,65.34804163070191,33.55870126431273,10.520947075842944,Tubular,1,1
Chlorella,61.499158358122905,59.8803862718815,23.884614217143486,10.270334275883178,V-Shaped,1,5
Chlorella,33.02487367893865,77.1160404458109,34.02476900070235,4.282490839521913,V-Shaped,1,5
Haematococcus,13.68702482272792,39.42384547042712,38.9518370029845,6.943526010416676,V-Shaped,0,5
Spirulina,51.40472686536165,55.18451921396024,36.04925928741772,7.762552432814285,V-Shaped,2,5
Chlorella,56.9063051639718,74.98638443824633,24.207738262671207,7.58888504763634,V-Shaped,1,5
Spirulina,11.35410677786734,10.169189517241955,18.445572478980885,9.30433603600394,V-Shaped,2,5
Dunaliella,8.424754954162553,26.31873519329547,15.726784508598843,5.335080942838967,Vertical Column,4,4
Dunaliella,27.834068971111567,53.28756008975114,17.324765995578304,8.705618135587123,V-Shaped,4,5
Spirulina,62.76030772235119,60.533612916357136,16.62133986207421,8.63987029942505,V-Shaped,2,5
Scenedesmus,40.37517981020362,63.94320690966405,16.320099011713204,7.892781297950025,V-Shaped,3,5
Spirulina,69.76291191646602,54.843011403710825,21.74551800320536,10.600395281440496,V-Shaped,2,5
Spirulina,64.58264188331405,80.64072794003208,16.46377323109948,6.673906549568486,Vertical Column,2,4
Dunaliella,24.2278868645382,49.61790981599415,34.71537411681016,8.138152451532875,Flat Panel,4,0
Scenedesmus,24.692070919423863,31.22718392293184,18.05941893312945,9.8840448519003,V-Shaped,3,5
Scenedesmus,65.79125378631716,78.99296715744791,16.563555672434212,10.410935326556151,V-Shaped,3,5
Haematococcus,21.89718197650785,47.91232479646648,38.327833283588944,9.140521596281532,Tubular,0,1
Scenedesmus,31.13754606022436,71.73201439448773,27.40415960283049,5.426019735237133,Vertical Column,3,4
Scenedesmus,43.14877049147668,62.89924247759784,24.5958237983261,8.574978169817491,V-Shaped,3,5
Haematococcus,14.723354839348271,24.87646998731571,29.13874912303601,11.837173720271068,Tubular,0,1
Spirulina,44.2034434259545,34.576372897553114,15.60479409728388,10.653576349406189,V-Shaped,2,5
Haematococcus,7.72229724635464,15.0522493074589,38.24042307189211,10.260655518810704,Tubular,0,1
Spirulina,113.03480961394776,85.77402101126278,25.741420318473377,10.981842003876814,V-Shaped,2,5
Dunaliella,42.35774520292032,94.3617964794278,27.02265001882674,7.481443194042854,Flat Panel,4,0
Scenedesmus,28.06006710865695,75.51453762763887,18.3369993103986,4.644812110056997,Vertical Column,3,4
Chlorella,10.889623762875791,10.632628343225724,37.73475480020991,10.24170450744082,Tubular,1,1
Haematococcus,9.850746822160051,22.1818674049917,18.97270419173384,8.88180119582113,V-Shaped,0,5
Scenedesmus,15.107980255197033,16.206221472077907,31.42387890667849,11.652916968667665,V-Shaped,3,5
Scenedesmus,11.949273109306382,34.814786778599704,16.11487270932404,4.290300980908017,Vertical Column,3,4
Scenedesmus,40.97316109840245,43.40863845009984,34.678165065040105,11.798677222248894,V-Shaped,3,5
Chlorella,14.793965712420867,24.07436239631032,36.119735907150535,6.145112160764107,V-Shaped,1,5
Scenedesmus,32.977552865028294,91.57937080099698,15.840340004582066,4.501225627642836,Vertical Column,3,4
Haematococcus,25.91232997019596,79.46719535634591,23.64801118754236,6.521516168778872,Flat Panel,0,0
Chlorella,18.04699716037345,21.51893876802277,33.311218295952244,8.386564669811394,Tubular,1,1
Dunaliella,14.736357509968247,33.414201186584606,16.306446982150593,7.350346552593291,V-Shaped,4,5
Haematococcus,13.639598369487205,23.04685651418353,27.362028282377324,11.836406723054054,Tubular,0,1
Chlorella,25.33760008337779,37.78288690358757,19.77976753661973,6.706104842658787,V-Shaped,1,5
Dunaliella,8.264794745768333,20.268620639914005,30.213181817411662,6.79605097669455,V-Shaped,4,5
Chlorella,13.215839922297777,17.995622057880794,33.00020099157783,7.343919470963875,Tubular,1,1
Haematococcus,21.49541140897008,87.41257240144915,28.08477278435916,4.91815097495374,V-Shaped,0,5
Chlorella,61.376911739086616,59.39547910480528,28.56364508488557,10.333599907626812,V-Shaped,1,5
Chlorella,41.10930806126555,53.62266584170423,17.043133643669456,7.666405132229252,V-Shaped,1,5
Dunaliella,16.455921412082017,29.44814078667768,18.523990688044236,9.313503316043338,V-Shaped,4,5
Chlorella,50.02865699272659,68.58761204358588,26.55738902501518,7.294124332676068,V-Shaped,1,5
Scenedesmus,53.50959894148079,82.57632555095556,16.55682764704714,8.100021190162654,V-Shaped,3,5
Chlorella,56.67989006751934,54.75303372832194,39.45154544933821,10.351917730944049,Tubular,1,1
Dunaliella,31.12614512809699,78.10763551197715,19.1176588358074,6.64172051897198,Vertical Column,4,4
Dunaliella,10.478279700328352,32.99440101900442,31.49073415986856,5.292958490286972,V-Shaped,4,5
Dunaliella,56.65374975230024,79.48112286789913,26.280983604524703,11.879917249127,V-Shaped,4,5
Chlorella,70.81411472454296,91.8298185275404,16.6301147815123,7.711451014498662,V-Shaped,1,5
Haematococcus,22.577654993720014,43.47394011251784,24.76820914034033,10.386753505794626,V-Shaped,0,5
Haematococcus,11.796118345106295,49.69649424257054,24.934534762132916,4.747263775802365,V-Shaped,0,5
Spirulina,35.211462316157174,35.8424162276118,20.094161478192227,8.18663704955793,V-Shaped,2,5
Scenedesmus,18.938428627616883,38.11141916969622,33.93704711973544,6.211533524667169,Flat Panel,3,0
Haematococcus,32.81457909734186,57.9725980521526,24.89926181656137,11.320720547256348,V-Shaped,0,5
Chlorella,21.10824188393584,24.943088207457592,26.190073508005423,8.462561535433611,V-Shaped,1,5
Spirulina,33.7965452315994,25.196878600991752,24.07751841585026,11.17749072771695,V-Shaped,2,5
Haematococcus,9.117100564930984,42.732381228052624,29.95281573422545,4.26706881429105,V-Shaped,0,5
Scenedesmus,42.60885299573156,81.87339451444761,35.50943768622433,6.505295958538259,V-Shaped,3,5
Spirulina,69.41671258476659,55.46860962189744,37.060409210183465,10.42882828353228,Tubular,2,1
Haematococcus,41.6220519266971,70.11279989232644,25.44402448187749,11.872882552291983,Tubular,0,1
Dunaliella,70.55220674013003,98.18042120690696,23.075279959655347,11.976625256653293,V-Shaped,4,5
Spirulina,29.71221384014996,60.37801152745443,19.055835144561986,4.100860159806072,Vertical Column,2,4
Haematococcus,15.281633400173217,28.87776529153132,15.734103977559808,10.583667569771888,V-Shaped,0,5
Dunaliella,14.735387607136646,36.68408031549838,39.33643474940433,6.694724014888826,V-Shaped,4,5
Chlorella,99.68425984221324,98.92590099874964,17.76871113297395,10.076659280917054,V-Shaped,1,5
Chlorella,32.38620807195207,42.20184387928976,35.54092244276179,7.674121577385711,Tubular,1,1
Chlorella,63.23905099299402,57.28914212911236,35.48137762178653,11.038575311613563,Tubular,1,1
Dunaliella,21.05869000145188,74.71697026184701,17.82358021027934,4.697435742654649,Vertical Column,4,4
Spirulina,41.13391309849308,50.53158810148714,18.549299744024847,6.783531292657333,Vertical Column,2,4
Chlorella,46.36550319642655,61.95247576917518,30.34443547039248,7.484043635185275,Tubular,1,1
Haematococcus,38.12086289548328,98.11944442136392,36.036188827119,7.770297339185316,V-Shaped,0,5
Spirulina,23.283990871334797,19.570935363019714,15.777889997933942,9.914357881318184,V-Shaped,2,5
Spirulina,14.07569387663282,25.739329345836342,32.15817991715244,4.557129185299246,Vertical Column,2,4
Haematococcus,9.869594972137527,16.540378444901464,31.382060242291452,11.933940937342712,Tubular,0,1
Spirulina,36.43414583645713,37.47796090270582,32.35376433774577,8.101238025160423,V-Shaped,2,5
Dunaliella,26.54360292042474,68.78465114781548,15.829733864060657,6.431571209925791,Vertical Column,4,4
Scenedesmus,65.60059815390636,80.96026089279688,36.7801120565763,10.12851821228242,Tubular,3,1
Dunaliella,48.98429810746723,88.68040517245164,37.471184704506186,9.20614838046998,Tubular,4,1
Spirulina,29.465333126271062,50.23499894257829,29.011015774511,4.887915753707849,Vertical Column,2,4
Scenedesmus,18.975535696157795,47.148501633942345,24.54029849668,5.030789696002039,Vertical Column,3,4
Spirulina,39.85383639956661,76.59137086902373,25.563710707798613,4.336197401371242,Vertical Column,2,4
Chlorella,36.99064432771424,73.69194936975569,39.15608526766995,5.019631675382952,V-Shaped,1,5
Spirulina,98.49907925147014,85.55148185506903,35.65097629166429,9.59452300100963,Flat Panel,2,0
Dunaliella,22.037447753648426,37.427598584752,39.07025892685065,9.813367936562583,Tubular,4,1
Haematococcus,11.054641233386764,20.13223513707433,22.03802996037325,10.982030716529025,V-Shaped,0,5
Dunaliella,9.09703934568404,31.770444543295508,28.51746191612276,4.772275761563527,V-Shaped,4,5
Haematococcus,20.4650114076475,63.85217358679829,26.719199136612644,6.410122086080003,V-Shaped,0,5
Spirulina,75.45965320639475,63.89274667451423,20.658787358537147,9.841969176721168,V-Shaped,2,5
Spirulina,91.00509320522904,70.10242149037659,37.57237487979968,10.818110995129452,Tubular,2,1
Haematococcus,26.045520867723408,57.81848685112532,39.725708958754346,9.009409372745106,Tubular,0,1
Haematococcus,12.67401370171241,34.09990079395008,22.13225845893291,7.433460747170855,Flat Panel,0,0
Chlorella,30.32195814854446,32.70765248554659,29.33373364088045,9.270600561120563,V-Shaped,1,5
Dunaliella,5.445007056625274,18.44715563410206,29.974462704430263,4.919463976476535,V-Shaped,4,5
Dunaliella,10.393428558499728,15.821820416361842,15.816141938641715,10.948412050562313,V-Shaped,4,5
Haematococcus,8.312723355440173,17.39863573406035,15.628548956931818,9.55560364904567,V-Shaped,0,5
Scenedesmus,16.595371378171816,40.673412981086194,26.61083090563857,5.100190198536123,Vertical Column,3,4
Scenedesmus,47.34282045228768,66.81767977827899,26.08450035947969,8.856716629750032,V-Shaped,3,5
Scenedesmus,51.6949680602232,70.8783726104553,34.720056597633985,9.116844489421457,V-Shaped,3,5
Scenedesmus,30.50646236466208,53.8900361759138,17.60562007020869,7.0760906211585,V-Shaped,3,5
Scenedesmus,54.18616319242079,76.92345245589038,38.76327631465509,8.805208532386846,V-Shaped,3,5
Haematococcus,32.73559159668713,90.2332014061156,21.723973645661776,7.255775277074111,Flat Panel,0,0
Chlorella,10.976250159964628,14.108387095214535,24.046327330128467,7.779946840052109,V-Shaped,1,5
Spirulina,56.254312970498944,39.82123063927457,21.920357694782645,11.772261527208403,V-Shaped,2,5
Haematococcus,19.50043486260428,50.2721327190212,30.56299239324363,7.75795010392547,V-Shaped,0,5
Scenedesmus,6.828454598168454,10.495521924437874,20.17481446096067,8.132581027567833,V-Shaped,3,5
Haematococcus,4.234155727922606,19.722317871762225,20.476720227546444,4.293770900006569,V-Shaped,0,5
Chlorella,22.274059964200426,29.66588509187173,26.571298875396263,7.508307908299484,V-Shaped,1,5
Chlorella,52.380828616735336,45.73135371134725,22.33722058020304,11.454029755462532,V-Shaped,1,5
Dunaliella,36.60013585367653,57.84395181439878,22.11405754407244,10.54565334998598,V-Shaped,4,5
Spirulina,71.79271654893861,54.41919223061068,27.685298467945223,10.993780197481406,V-Shaped,2,5
Spirulina,85.46101656142604,93.64840250258024,16.121339200589215,7.604776151865072,Vertical Column,2,4
Dunaliella,20.79285821240074,46.99189677389912,24.86440188994116,7.374625428310651,V-Shaped,4,5
Dunaliella,20.1249889874352,37.84354460765039,32.850816111671406,8.86324171272563,Flat Panel,4,0
Dunaliella,52.29313397264651,74.92541059956595,32.96073074546838,11.632265020680324,V-Shaped,4,5
Haematococcus,7.315693856839547,33.18464983003497,30.910034254585177,4.409083051536806,V-Shaped,0,5
Haematococcus,9.636955209719854,20.30388742593146,30.09488632373469,9.492719307940854,Tubular,0,1
Haematococcus,7.262589212733509,20.89225004366737,26.405912723888548,6.952424174087333,V-Shaped,0,5
Scenedesmus,41.56742838698681,46.38157566797883,28.739591418053596,11.202570144594173,V-Shaped,3,5
Spirulina,97.12138641992446,70.17153820506226,23.869282295899605,11.5338056929514,V-Shaped,2,5
Haematococcus,35.468460167802874,63.88231620871876,31.161252253115173,11.104312514880942,Tubular,0,1
Chlorella,11.767455424604316,23.888940875477147,18.471783159912924,4.925900853429643,Vertical Column,1,4
Spirulina,54.34352038686589,91.22079765572576,33.09932638665234,4.964467331229522,Vertical Column,2,4
Spirulina,6.814006731748502,11.053594965781366,28.349186813694097,5.137096990347661,Vertical Column,2,4
Scenedesmus,39.09167906469946,61.947989806109575,22.376017691353905,7.888003950380824,V-Shaped,3,5
Chlorella,30.81138641459154,29.444622851051847,37.75336591955336,10.464181039252423,Tubular,1,1
Haematococcus,39.68694903187012,86.10439266909161,33.2293371887362,9.218333188735516,Tubular,0,1
Spirulina,39.16879636733712,34.784305682987664,25.748276934753704,9.38373297915546,V-Shaped,2,5
Dunaliella,15.89119250965418,30.365119739280864,36.54356237295738,8.722284343625278,V-Shaped,4,5
Spirulina,81.16938690552598,78.34159231773518,26.253084029548305,8.634130830564214,V-Shaped,2,5
Spirulina,53.60568547633568,64.09667501202097,29.554968664852847,6.969379387501021,Vertical Column,2,4
Scenedesmus,36.79881929953217,56.05132479233605,24.82435563363228,8.20650079098659,V-Shaped,3,5
Scenedesmus,37.05814032861417,90.10873316654276,25.76323346155519,5.14075315265527,Vertical Column,3,4
Haematococcus,18.99608963039457,56.551544354289874,38.66611084983866,6.718150617208943,V-Shaped,0,5
Chlorella,11.065087836880329,16.45406999628859,30.92255793636858,6.724833332650333,V-Shaped,1,5
Spirulina,72.9100604027569,64.52013245074212,22.78043737658484,9.416965117880077,V-Shaped,2,5
Chlorella,52.17207228918773,60.37196003541459,36.0430840436169,8.641772150280236,Tubular,1,1
Scenedesmus,28.79404553264933,30.56380720792937,19.1839933284657,11.776202051972728,V-Shaped,3,5
Spirulina,11.558460698928188,18.937198247832363,28.297817663106585,5.086312376511497,Vertical Column,2,4
Spirulina,7.667919643400003,12.101688669536731,24.699668998671736,5.280199491705552,Vertical Column,2,4
Spirulina,20.582994393648203,21.704300426002483,18.67654626416471,7.9028095775392515,Vertical Column,2,4
Chlorella,44.5592746272812,38.25700456396176,17.90347400501314,11.647350631642553,V-Shaped,1,5
Scenedesmus,12.001412385467386,17.938153341088363,39.87144932648304,8.36304896974642,V-Shaped,3,5
Spirulina,38.166092454700525,44.69607142632301,39.028387135189824,7.115855159219363,V-Shaped,2,5
Scenedesmus,36.23825257340955,57.90317780340785,39.502724810344176,7.8230275841779395,V-Shaped,3,5
Dunaliella,31.776966108752223,49.639721528118166,34.04754531512175,10.669199695500684,V-Shaped,4,5
Chlorella,25.09465956857512,25.945383274467893,35.67037434491047,9.672109794296254,Tubular,1,1
Dunaliella,35.85443780169008,96.97756472797666,23.561199470867837,6.161981537046266,Vertical Column,4,4
Scenedesmus,15.577890142186702,22.527703121112594,23.681925975762688,8.643740807949568,V-Shaped,3,5
Spirulina,36.22595548540821,28.657810286880217,18.763037291585334,10.534055440956225,V-Shaped,2,5
Dunaliella,43.79895736262674,66.10653623434962,39.84620972249245,11.042518097191415,Tubular,4,1
Haematococcus,29.140883741156117,75.77362258406279,34.81303479907298,7.691564095098501,V-Shaped,0,5
Scenedesmus,71.00616570745363,91.62485279513506,36.31394454753884,9.687077733458551,Tubular,3,1
Spirulina,68.05456298409476,58.00479658888264,37.73636527343105,9.777145883647249,V-Shaped,2,5
Scenedesmus,47.393730350709326,59.43902314628566,15.949539082246336,9.966880309016096,V-Shaped,3,5
Dunaliella,33.117760381465004,88.93815229163701,34.855266563735135,6.206140546010856,V-Shaped,4,5
Scenedesmus,52.08569739660031,56.16121745324778,39.24019317120239,11.592897144715524,Tubular,3,1
Scenedesmus,54.96587646956768,62.98583699181879,27.085185899328664,10.90838018011636,V-Shaped,3,5
Chlorella,49.6041254828355,60.64405291201053,27.28545443821392,8.179553163243716,V-Shaped,1,5
Spirulina,59.02045140486366,61.95511263098181,27.78188655501878,7.938603840009455,Vertical Column,2,4
Spirulina,45.80534956246027,49.91102527437137,37.36131392060581,7.647834206079495,V-Shaped,2,5
Scenedesmus,62.27687014711367,99.6510654675497,35.164733558156925,7.811867070226341,V-Shaped,3,5
Scenedesmus,26.897108225463864,36.8591421125689,15.079196214517545,9.12158649247699,V-Shaped,3,5
Spirulina,9.26933994030849,12.771104469440306,22.79747700010701,6.048380520839634,Vertical Column,2,4
Dunaliella,13.185360790930355,52.91591214860354,38.15956516825217,4.152928755438112,V-Shaped,4,5
Dunaliella,37.835839618128446,57.45035627558202,15.7637364273345,10.97638670757606,V-Shaped,4,5
Dunaliella,21.96988777895672,35.088388517309774,23.967888135425337,10.43549766143604,V-Shaped,4,5
Haematococcus,16.729048937729356,28.05859156633851,34.8348503576337,11.924368262161067,Tubular,0,1
Chlorella,7.175969376249115,11.2883749900354,35.71173248622793,6.356955170769545,V-Shaped,1,5
Haematococcus,7.346969462237881,16.21265867990647,23.54456011841904,9.063250645427471,V-Shaped,0,5
Dunaliella,42.190350487581405,69.26864641030494,33.83569805642423,10.151382256861128,V-Shaped,4,5
Haematococcus,8.006557121578675,17.974424257271117,36.1480359919433,8.908832913899667,Tubular,0,1
Haematococcus,22.431985325270876,71.86657277226138,33.078737161615734,6.242675686332167,V-Shaped,0,5
Spirulina,48.53250901457106,82.74116890082999,23.72051334923698,4.887984790330519,Vertical Column,2,4
Dunaliella,4.636106870985116,19.08470799797693,32.44390690183574,4.048709985918713,V-Shaped,4,5
Chlorella,65.24582467728034,81.50639900416738,16.921551881904087,8.004994144563343,V-Shaped,1,5
Scenedesmus,54.226017444924594,70.0168978912841,18.62991282211651,9.680880451373651,V-Shaped,3,5
Scenedesmus,20.95434590742303,36.32635819636676,36.585019171425046,7.210448193757697,V-Shaped,3,5
Spirulina,89.22655094056324,85.80076717095531,15.550673030595425,8.666059939648925,V-Shaped,2,5
Haematococcus,38.04790057941447,64.31437864390408,31.0119010543961,11.831848921398471,Tubular,0,1
Dunaliella,16.26764382434474,26.90585672839967,25.403035701777306,10.076891429598373,V-Shaped,4,5
Chlorella,14.810994240239449,16.459822560386172,29.64661971133798,8.99827090231522,V-Shaped,1,5
Chlorella,81.60493714596198,84.0281314945777,21.04829200788824,9.711621060052718,V-Shaped,1,5
Scenedesmus,28.099931694254657,34.42684424020429,18.57189903348529,10.202769203225085,V-Shaped,3,5
Chlorella,13.455185679917957,14.889883134061344,18.345709074992328,9.036461575133892,V-Shaped,1,5
Scenedesmus,10.420719622515398,27.013557225477854,25.06116593584172,4.821986019619387,Vertical Column,3,4
Dunaliella,27.43090659237784,73.62788387101446,16.17129771319008,6.209356462567196,Vertical Column,4,4
Chlorella,63.62639567963666,94.64036551625551,26.67419999909027,6.722965970446102,Flat Panel,1,0
Dunaliella,13.815043587543506,21.69369320821312,38.27218430152021,10.613717279448146,Tubular,4,1
Haematococcus,26.353748659575924,81.00392245984065,36.06779755401387,6.506783340681145,V-Shaped,0,5
Spirulina,59.499995260755455,43.95862485668736,25.84543548941324,11.279545150835135,V-Shaped,2,5
Scenedesmus,5.443179341719764,13.806257430041308,31.8785015287417,4.928181450785354,V-Shaped,3,5
Dunaliella,39.87896388705335,73.34713824708982,24.691220136391177,9.061695029988808,V-Shaped,4,5
Chlorella,53.578190230090975,88.79601038973546,18.477896222277188,6.033851069989565,V-Shaped,1,5
Dunaliella,57.84806697477746,95.56954369582044,39.15118762821693,10.088302322006264,Tubular,4,1
Haematococcus,19.459854409919583,80.3641477010442,22.45130521598608,4.842919378006852,V-Shaped,0,5
Scenedesmus,21.239454909552872,54.87137195551382,39.986656205390766,4.838464519980577,V-Shaped,3,5
Scenedesmus,12.484877291363654,19.987977212663328,36.64550413055888,7.807741848093247,V-Shaped,3,5
Spirulina,41.93360176027063,79.08108656661264,24.24533139967941,4.418840161499779,Vertical Column,2,4
Chlorella,54.7784960015714,74.76884349494773,28.801734116334444,7.326380005499601,V-Shaped,1,5
Haematococcus,34.69650093598215,89.21410641293366,31.43383705425321,7.778254433303854,V-Shaped,0,5
Haematococcus,6.63853748278504,13.2344807429398,34.90601488907136,10.032184279427058,Tubular,0,1
Haematococcus,35.22809423372424,76.47377123190977,18.415022591279318,9.213118083818213,V-Shaped,0,5
Scenedesmus,25.2323671018811,71.39744925639494,39.364795283383245,4.417589032359773,V-Shaped,3,5
Haematococcus,13.57517416923393,43.10073889805376,37.25537506590436,6.299276771724638,V-Shaped,0,5
Haematococcus,30.226083504292284,58.94251550796136,35.58273574551795,10.256122679463738,Tubular,0,1
Dunaliella,32.76045392730773,91.99618324906452,32.201111095900345,5.935111068433168,V-Shaped,4,5
Chlorella,23.59005705020513,47.22784074267717,15.483190772940024,4.994947192004082,Vertical Column,1,4
Haematococcus,30.402138848335007,91.54592971177289,33.40501062651905,6.641942234691243,V-Shaped,0,5
Scenedesmus,59.67513438684895,96.71493167988297,15.24809552819589,7.712761275628031,V-Shaped,3,5
Scenedesmus,41.15547545335869,50.94270005568284,24.941189489800905,10.098472256175508,V-Shaped,3,5
Haematococcus,12.575353983309467,21.2995193286388,28.032401191353472,11.80811058623371,Tubular,0,1
Dunaliella,18.25713928420368,43.09602857245989,16.9096236247864,7.060642588565083,V-Shaped,4,5
Dunaliella,9.04212213942722,36.39777497025082,21.63957082396515,4.140418906933031,Vertical Column,4,4
Haematococcus,19.605470589051,67.76739629698199,33.475663944698965,5.7861070840415705,V-Shaped,0,5
Scenedesmus,34.90011463082121,68.18128674741374,15.033840642886704,6.398404220521887,V-Shaped,3,5
Scenedesmus,30.450759916638845,90.87045442073554,36.17652067459749,4.188759717164233,V-Shaped,3,5
Haematococcus,9.062887308534435,28.638542635891408,30.153664123336995,6.329153982281432,V-Shaped,0,5
Spirulina,16.585910446023018,30.54118271443292,22.572893220829812,4.525558871634926,Vertical Column,2,4
Chlorella,11.972429028250534,15.37448400738004,30.082295142873576,7.7872070519593,Tubular,1,1
Scenedesmus,88.48918322341578,94.8451887184701,16.446111236179014,11.66231840790563,V-Shaped,3,5
Dunaliella,37.574543047760415,68.01320572681092,28.268433882170896,9.20765868094458,V-Shaped,4,5
Scenedesmus,33.977363720716504,75.30644802469743,34.42320025818064,5.639849676214531,V-Shaped,3,5
Chlorella,41.34618789127241,38.36323352192979,37.40187779486433,10.777555512268654,Tubular,1,1
Spirulina,84.6284329766829,67.23592364473556,18.674067739705244,10.488990159467768,V-Shaped,2,5
Scenedesmus,79.86213158087091,95.2655724627802,31.070472870004355,10.47888149888469,V-Shaped,3,5
Scenedesmus,25.869652681532106,72.0999763578049,28.470325225990475,4.4850314085317455,Vertical Column,3,4
Chlorella,27.1321321695657,66.7829611206247,18.68257610697426,4.062732726175335,Vertical Column,1,4
Spirulina,32.675243460379335,37.17250300697516,16.11409558621698,7.325137493487245,Vertical Column,2,4
Chlorella,56.96702687065282,71.1658299461597,21.04733235282223,8.00482856923766,V-Shaped,1,5
Dunaliella,53.81607246196936,78.47689100630461,30.5227147554427,11.429282296119062,V-Shaped,4,5
Chlorella,46.37980726282675,60.47870170263558,19.50769838556945,7.66878354811072,V-Shaped,1,5
Dunaliella,47.42572353323533,70.6914081121122,27.03333441339162,11.181397381423654,V-Shaped,4,5
Haematococcus,44.91894344340411,86.84064295342003,39.5298132291029,10.345142991973916,Tubular,0,1
Scenedesmus,26.221762872761232,67.28847820780189,31.477844111738165,4.871146511848313,V-Shaped,3,5
Scenedesmus,76.23418192312617,98.30293586126398,39.87048234914877,9.69378244596839,Tubular,3,1
Haematococcus,35.57557591535747,92.74486641154054,20.47793698674846,7.671707835018389,Flat Panel,0,0
Chlorella,44.90312980936205,81.33356046595449,39.529445919057366,5.520861198269821,V-Shaped,1,5
Spirulina,52.42107067511836,45.56853336789732,23.87602641129896,9.58648925782058,V-Shaped,2,5
Chlorella,62.052718288635305,86.87997157067812,39.17631703565087,7.142350206474747,Tubular,1,1
Scenedesmus,51.09521173377735,69.99404311419573,21.183507895477085,9.1249214683911,V-Shaped,3,5
Spirulina,105.49606925976845,86.9686286516533,39.00419461821864,10.10863255093258,Tubular,2,1
